address,posterior
4224,0.49999999999999994
4225,0
4226,0
4227,0.49999999999999994
4228,0.49999999999999994
4229,0.49999999999999994
4230,0.996108949416342
4231,0.0038910505836575898
4232,0.999984741443764
4233,0.000015258556235409002
4234,1
4235,0.9999999925494194
4236,0.0000000037252902845841304
4237,0.0000000037252902845841304
4238,1
4239,0.9999999997671694
4240,0.0000000002328306436538698
4241,0.9999999999854481
4242,0.000000000000855995013432658
4243,0.9999999999827196
4244,0.000000000000909494701758039
4245,0.0000000000009094947017721011
4246,0.0000000000008559950134315571
4247,0.99999999999784
4248,0.00000000000005684341886068844
4249,0.000000000000056843418860753066
4250,0.0000000000009094947017710154
4251,0.000000000000056843418860698136
4252,0.000000000000056843418860691674
4253,0.000000000000056843418860694905
4254,0.000000000000000013874400503004138
4255,0.9999999999999929
4256,0.0000000000000002220446049250303
4257,0.0000000000000002220446049250303
4258,0.00000000000000022204460492503185
4259,0.0000000000000002220446049250303
4260,0.000000000000003552713678800486
4261,0.000000000000000013877787807814389
4262,0.000000000000003552713678800486
4263,0.0000000000000000000000008271805632492227
4264,1
4265,0.0000000000000000000000008271806125530277
4266,0.0000000000000000000000008271806125530277
4267,0.0000000000000000000000008271806125530277
4268,0.000000000000000000000000048657683091354436
4269,1
4270,0.0000000000000000000000000009069962856941033
4271,1
4272,0.000000000000000000000013234889800848355
4273,0.000000000000000000000000014771082367018241
4274,0
4275,0.0000000000000000000000000009231926479386397
4276,0.0000000000000000000000000009231926479386397
4277,0.00000000000000000000000000000000025154996501069742
4278,1
4279,0.0000000000000000000000000000000002515500335526251
4280,0.000000000000000000000000000000000004413158483379422
4281,1
4282,0.000000000000000000000000000000000015721877097039175
4283,0.000000000000000000000000000000000015721877097039175
4284,0.000000000000000000000000000000000004491964884868367
4285,0.0000000000000000000000000000000000002758224052112118
4286,1
4287,0.00000000000000000000000000000000000028074780530427485
4288,0.00000000000000000000000000000000000008021365865836367
4289,0.0000000000000000000000000000000000000014072571694449877
4290,1
4291,0.0000000000000000000000000000000000000014323867617565138
4292,0.0000000000000000000000000000000000000014323867617565138
4293,0.000000000000000000000000000000000000022918188188104065
4294,0
4295,0.0000000000000000000000000000000000000014323867617565138
4296,0.0000000000000000000000000000000000000014323867617565138
4297,0.000000000000000000000000000000000000000005573489345356167
4298,1
4299,0.0000000000000000000000000000000000000000055952607881114573
4300,0.0000000000000000000000000000000000000000055952607881114573
4301,0.0000000000000000000000000000000000000000055952607881114573
4302,0.0000000000000000000000000000000000000000020677576038564983
4303,1
4304,0.00000000000000000000000000000000000000000327983914849995
4305,0.00000000000000000000000000000000000000000327983914849995
4306,0.00000000000000000000000000000000000000000327983914849995
4307,0.0000000000000000000000000000000000000000016399195742499717
4308,1
4309,0
4310,0.0000000000000000000000000000000000000000016399195742499717
4311,0.0000000000000000000000000000000000000000016399195742499717
4312,1
4313,0.00000000000000000000000000000000000000005247742637599884
4314,0.0000000000000000000000000000000000000000016399195742499717
4315,1
4316,0
4317,0.00000000000000000000000000000000000000000327983914849995
4318,0.00000000000000000000000000000000000000000327983914849995
4319,0.0000000000000000000000000000000000000000016399195742499717
4320,1
4321,0.000000000000000000000000000000000000000011479437019749906
4322,0.000000000000000000000000000000000000000011479437019749906
4323,0.000000000000000000000000000000000000000026238713187999374
4324,1
4325,0.00000000000000000000000000000000000000000327983914849995
4326,0.000000000000000000000000000000000000002938735877055936
4327,0.0000000000000000000000000000000000000000016399195742499717
4328,0.000000000000000000000000000000000000023509887016447624
4329,1
4330,0.0000000000000000000000000000000000007523163845263203
4331,0.000000000000000000000000000000000000000011479437019749906
4332,0.0000000000000000000000000000000000000000016399195742499717
4333,1
4334,0.00000000000000000000000000000000000000005247742637599884
4335,0.000000000000000000000000000000000000000011479437019749906
4336,0.00000000000000000000000000000000000000005247742637599884
4337,1
4338,0.0000000000000000000000000000000000000000016399195742499717
4339,1
4340,0.0000000000000000000000000000000000000000016399195742499717
4341,1
4342,0.00000000000000000000000000000000000000000327983914849995
4343,0.000000000000000000000000000000000000000011479437019749906
4344,0.0000000000000000000000000000000000000000016399195742499717
4345,0.00000000000000000000000000000000000000009183549615799845
4346,1
4347,0.0000000000000000000000000000000000000014693679385279654
4348,0.0000000000000000000000000000000000000000016399195742499717
4349,1
4350,0
4351,0
4352,0.0000000000000000000000000000000000000000016399195742499717
4353,1
4354,0.00000000000000000000000000000000000000005247742637599884
4355,0.0000000000000000000000000000000000000000016399195742499717
4356,0.0000000000000000000000000000000000000000016399195742499717
4357,1
4358,0.00000000000000000000000000000000000000005247742637599884
4359,0
4360,1
4361,0
4362,1
4363,0.00000000000000000000000000000000000000000327983914849995
4364,0.0000000000000000000000000000000000000008363589828674898
4365,0.00000000000000000000000000000000000000000327983914849995
4366,1
4367,0.00000000000000000000000000000000000000000327983914849995
4368,0.00000000000000000000000000000000000000000327983914849995
4369,0.0000000000000000000000000000000000000000016399195742499717
4370,1
4371,0.00000000000000000000000000000000000000005247742637599884
4372,0.0000000000000000000000000000000000000000016399195742499717
4373,1
4374,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000021569412675991986
4375,1
4376,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000004313882535198405
4377,1
4378,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000043138825351982823
4379,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000006902212056317304
4380,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000006902212056317304
4381,0
4382,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000011043539290107454
4383,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001052936913643736
4384,1
4385,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000016851103653118998
4386,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010531939783199294
4387,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000002696176584498983
4388,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002570646761825251
4389,1
4390,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037416966540241425
4391,1
4392,0
4393,0
4394,0
4395,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022009980318105546
4396,1
4397,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006422116469492063
4398,1
4399,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014616002554991372
4400,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014616002554991372
4401,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014616002554991372
4402,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064221182331236606
4403,1
4404,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006422146451361712
4405,0.05904059040590407
4406,0
4407,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003431168698522975
4408,1
4409,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4410,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4411,1
4412,0
4413,1
4414,0
4415,1
4416,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003431168698522975
4417,1
4418,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4419,1
4420,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004288960873153695
4421,1
4422,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4423,1
4424,0
4425,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4426,1
4427,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006862337397045963
4428,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014296536243845682
4429,1
4430,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004288960873153695
4431,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014296536243845682
4432,1
4433,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014296536243845682
4434,1
4435,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004288960873153695
4436,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4437,1
4438,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021444804365768435
4439,1
4440,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004288960873153695
4441,0
4442,1
4443,0
4444,1
4445,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003415920981701671
4446,1
4447,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017079604908508324
4448,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017079604908508324
4449,1
4450,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003415920981701477
4451,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005465473570722404
4452,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003415920981701477
4453,0
4454,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003415920981701477
4455,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020093652833540327
4456,1
4457,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003415920981701865
4458,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021349506135636497
4459,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005465473570723025
4460,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000052110095522660435
4461,1
4462,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075848682500269
4463,1
4464,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007584868250137275
4465,0
4466,0
4467,0
4468,1
4469,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007584868250136412
4470,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007584868250136412
4471,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007584868250136412
4472,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004461687205963344
4473,1
4474,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007584868250137705
4475,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047405426563360304
4476,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012135789200220419
4477,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001844569126978713
4478,1
4479,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018517744751310237
4480,1
4481,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007233494043480043
4482,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022604668885874923
4483,1
4484,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007233494043480043
4485,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036167470217400147
4486,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036167470217400147
4487,1
4488,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004520933777174993
4489,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011573590469568155
4490,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009258872375654576
4491,1
4492,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007233494043480043
4493,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018517744751309186
4494,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009258872375654576
4495,1
4496,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004520933777174993
4497,1
4498,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030074626321607226
4499,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004811940211457192
4500,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030074626321607226
4501,0
4502,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030074626321607226
4503,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017690956659769913
4504,1
4505,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030074626321608934
4506,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018796641451005443
