address,posterior
4256,0.5
4257,0
4258,0
4259,0.5
4260,0.5
4261,0.5
4262,0.05903979238754325
4263,0.8855968858131488
4264,0.00022888532845044625
4265,0.996108002918998
4266,0.9992679913903819
4267,0.0002440810485395584
4268,0.00001436101983651374
4269,0.9999542250297537
4270,0.00001525855623540903
4271,0.00001525855623540903
4272,0
4273,1
4274,1
4275,0.9999998807907211
4276,0.00000005960464122267756
4277,0.0000000035061553668081558
4278,0.9999999366700705
4279,0.00000005960464100063276
4280,0.9999999951105565
4281,0.00000000023283064256966764
4282,0.00000000023283064256966764
4283,0.00000000023283064343702938
4284,0.00000000023283064343702938
4285,0.00000000023283064256966764
4286,0.00000000021913472338191285
4287,0.9999999959982233
4288,0.0000000037252902844215
4289,0.00000000001455191517415675
4290,0
4291,0.000000000014551915173944991
4292,0.00000000000005662223824184867
4293,0.9999999999999432
4294,0.9999999999995453
4295,0.00000000000005684341886078538
4296,0.00000000000005684341886078538
4297,0
4298,0.0000000000000568434188607983
4299,0.00000000000005684341886079204
4300,0.00000000000005684341886079507
4301,0.00000000000005684341886079204
4302,0.00000000000005684341886079507
4303,0.0000000000000033437305212239787
4304,0.9999999999999787
4305,0.0000000000000035527136788004607
4306,0.000000000000003552713678800486
4307,0.000000000000003552713678800511
4308,0
4309,0.000000000000003552713678800486
4310,0.00000000000000020898315757650008
4311,1
4312,0.00000000000000022204460492503185
4313,0.00000000000000022204460492503185
4314,0.00000000000000022204460492503185
4315,0
4316,0.00000000000000022204460492503185
4317,0.00000000000000001306144734853125
4318,1
4319,0.00000000000000022204460492503185
4320,0.00000000000000022204460492503185
4321,1
4322,0.0000000000000000000000002233074173021707
4323,1
4324,0.00000000000000000000000023726413088355695
4325,0.00000000000000000000000023726413088355695
4326,0.000000000000000000000003796226094136912
4327,0.00000000000000000000000023726413088355695
4328,0.00000000000000000000006073961750619061
4329,0.0000000000000000000000000000579116746115595
4330,1
4331,0.0000000000000000000000000009268130112639003
4332,0.00000000000000000000000000000000012676314434709827
4333,1
4334,0
4335,1
4336,0
4337,0.0019417917580042022
4338,0
4339,0.9883870577013341
4340,0.003876027677260135
4341,0
4342,0.9884020228325715
4343,0.00000000000000000000000000000000001584542771905527
4344,1
4345,0.24951267056530013
4346,0
4347,0.33289986996098664
4348,0.33289986996098664
4349,0.0009756097561016133
4350,0.49805447470816294
4351,0.0000000000011879114467698175
4352,0.9999999999928733
4353,0.0000000000011879114474866749
4354,0.0000000000011879114474880845
4355,0.000000000001187911447490908
4356,0
4357,0.0000000000011879114474894983
4358,0.00000000000006987714397027788
4359,0.9999999999995524
4360,0.00000000000007453562023464609
4361,0.00000000000007453562023465166
4362,0.00000000000007453562023466278
4363,0
4364,0.00000000000007453562023465721
4365,0
4366,0.9999999999999858
4367,0.000000000000004641412249045924
4368,0
4369,1
4370,0.00000000000000029002186861743
4371,0
4372,1
4373,0.00000000000000001812610748858526
4374,0
4375,0
4376,1
4377,0.0000000000000000011328807051613304
